,Biomass,Coal,Dutch Imports,French Imports,Gas (Combined Cycle),Gas (Open Cycle),Hydro,Irish Imports,Nuclear,Oil,Other,Pumped Storage,Solar,Wind,query.name,query.lasted,query.date,query.time
0,120,937,474,53,394,651,0,458,0,935,300,0,0,0,intensity_factors,0.7112550735473633,2021-06-30,22:31:32
