,from,to,intensity.forecast,intensity.actual,intensity.index,query.name,query.lasted,query.date,query.time
0,2021-07-01T05:00Z,2021-07-01T05:30Z,190,174,moderate,intensity,0.8385589122772217,2021-06-30,22:31:12
